,minute,h_a,situation,shotType,lastAction,distanceToGoal,angleToGoal
285407,77,2,3,2,27,29.5784838546208,13.8333062542616
285408,79,2,3,2,3,16.8549901371504,11.2413257876324
285409,81,2,3,2,38,18.5777624252545,15.1670304503024
285410,83,2,3,4,27,8.86185267821488,15.8118456315787
285411,83,2,3,4,29,25.7236640205443,15.8826418792752
285412,90,2,3,4,27,20.6854705635678,20.0672303515419
285413,92,2,2,1,3,11.4193279298448,32.5046963808189
285414,93,2,3,1,11,10.9806326916989,36.4508340924224
285415,94,2,3,1,1,13.2372638033078,26.9392265079164
285592,10,1,3,4,27,24.797319264732,16.2426448740167
285593,12,1,3,4,24,20.9253342076545,19.7238200761273
281564,83,1,3,4,27,17.789022251648,11.8873983451534
281565,88,1,3,2,12,14.477063986437,19.6213922970828
281566,90,1,3,2,27,13.8894230504572,24.8154417525559
281777,6,1,3,4,8,18.6081364135072,22.1162904020051
281778,9,1,3,4,8,5.7051755237458,63.9586882792311
281779,15,1,2,4,27,27.3985536703189,12.6898828275024
281780,16,1,3,4,27,17.2675489724053,16.8194042136128
281781,30,1,3,2,27,23.1709165508251,16.673704155931
281782,37,1,3,4,27,29.9111406862922,11.9178145165381
281783,38,1,3,2,27,22.6900706042722,18.318634044809
281784,49,1,3,4,11,7.07507494486202,54.5522292927068
285683,46,2,5,1,1,11.213267093954,35.950071723163
285684,50,2,3,4,8,15.7449456521198,23.552779499816
285685,54,2,3,4,27,11.152778464741,35.4993956460446
285686,55,2,3,4,27,15.9583804687574,19.7974200766657
285687,56,2,2,1,1,9.07933505914517,38.7145182929085
285688,62,2,3,4,27,24.0606226866984,15.3517335442241
285689,74,2,3,1,1,5.64960825712137,60.7319455128211
285690,79,2,3,2,27,21.1694974581127,17.8360227605884
285691,80,2,3,2,8,19.0911692696821,11.2671111122339
285692,81,2,3,2,27,17.3658403112674,17.4697985473719
285693,81,2,2,1,11,10.4071095952339,36.686689347333
284138,9,2,3,4,38,14.399758258594,27.9685353236738
284139,13,2,1,4,33,33.8883097503887,8.01741870594648
284140,14,2,3,4,27,27.659764162981,13.7330028321212
284141,15,2,2,2,11,21.1222175131914,10.8583542165709
284142,15,2,2,4,3,18.3514154345029,18.8938283174201
284143,18,2,3,4,27,21.2970440011737,16.9003576726441
284144,20,2,3,2,27,22.834058461656,18.0977625858972
