,status
22765,0
22766,0
22767,0
22768,0
22769,0
22770,0
22771,0
23017,0
23018,0
23019,0
23020,0
23021,0
24317,0
24318,0
24319,0
24589,0
24590,0
24591,0
24592,0
24593,0
24594,0
24595,0
24596,0
24597,0
23034,0
23035,0
23240,0
23241,0
23242,0
23243,0
23244,0
23245,0
23246,0
23247,0
23248,0
23249,0
18263,0
18264,0
18265,0
18266,0
18267,0
18268,0
18269,0
18270,0
18271,0
18272,1
18273,0
18274,0
19661,0
19662,1
19663,0
19664,0
19665,1
19666,0
19667,0
19668,0
19669,0
19670,0
19671,0
19672,0
18089,0
18090,0
18091,0
18092,1
18093,0
18094,0
18095,0
18096,0
18097,0
18098,0
18099,0
18100,0
23022,1
23023,0
23024,0
23025,0
23026,0
23027,0
23028,0
23029,0
23030,0
23031,0
23032,0
23033,0
18977,0
18978,0
18979,0
18980,0
18981,0
18982,0
19404,0
19405,0
19406,0
19407,1
19408,0
19409,0
19947,0
19948,0
19949,0
19950,0
19951,0
19952,0
19953,1
19954,0
19955,0
20012,0
20013,1
20014,0
17934,0
17935,0
17936,0
17937,0
17938,0
17939,0
17940,0
17941,0
17942,0
17943,0
17944,0
17945,0
21418,1
21419,0
21420,0
21488,0
21489,0
21490,1
21491,0
21492,0
21493,1
21494,0
21495,0
21496,1
23250,0
23251,0
23252,0
23253,0
23540,0
23541,0
23542,0
23543,0
23544,0
23545,0
23546,0
23547,0
19673,1
19674,0
19675,0
19676,0
19677,0
19678,0
19679,0
19680,0
19681,0
19944,0
19945,0
19946,0
19410,0
19411,0
19412,0
19413,0
19414,0
19415,0
19416,0
19417,0
19418,0
19419,0
19420,1
19421,0
17384,0
17507,0
17508,0
17509,0
17510,0
17511,0
17512,0
17513,0
17514,0
17515,0
17516,0
17517,0
24981,0
24982,0
24983,0
24984,0
24985,1
25167,0
25168,0
25169,0
25170,0
25171,0
25172,0
25173,0
22215,0
22341,0
22342,0
22343,0
22344,0
22345,0
22346,0
22347,0
22348,1
22349,0
22350,0
22351,1
20501,0
20502,0
20503,1
20504,0
20759,0
20760,0
20761,1
20762,0
20763,1
20764,0
20765,0
20766,1
21406,0
21407,0
21408,0
21409,0
21410,0
21411,0
21412,0
21413,0
21414,0
21415,0
21416,0
21417,0
17518,1
17519,0
17520,1
17521,0
17522,0
17523,0
17524,0
17525,1
17526,0
17527,0
17528,1
17933,0
18275,0
18276,0
18455,0
18456,0
18457,0
18458,0
18459,0
18460,0
18461,0
18462,0
18463,0
18464,0
24185,0
24186,0
24187,0
24188,0
24189,0
24190,0
24191,0
24192,0
24193,0
24194,0
24195,0
24196,0
19422,1
19423,0
19424,1
19652,0
19653,0
19654,0
19655,0
19656,0
19657,0
19658,0
19659,0
19660,0
