,status
21768,0
21769,0
22205,0
22206,1
22207,0
22208,0
22209,0
22210,0
22211,0
22212,0
22213,0
22214,1
18101,0
18102,0
18103,0
18104,0
18105,0
18106,0
18107,0
18258,0
18259,0
18260,0
18261,0
18262,1
22682,0
22683,1
22684,1
22685,0
22757,1
22758,0
22759,1
22760,0
22761,0
22762,0
22763,0
22764,0
20015,0
20016,0
20017,1
20018,0
20019,1
20020,0
20021,0
20022,0
20023,0
20024,0
20025,0
20026,0
26149,0
26150,0
26151,0
26152,0
26153,0
26154,0
26155,0
26156,0
26157,1
26158,0
26159,0
26160,0
23548,0
23549,0
23550,0
23551,0
23552,0
23553,0
23554,1
23555,0
23556,1
23557,0
23938,0
23939,1
25186,0
25187,0
25188,0
25189,0
25190,0
25478,0
25479,0
25480,0
25481,0
25482,0
25483,1
25484,0
18477,0
18478,0
18479,0
18480,0
18481,0
18482,1
18959,0
18960,0
18961,0
18962,1
18963,0
18964,1
18965,0
18966,0
18967,0
18968,1
18969,1
18970,0
18971,0
18972,0
18973,0
18974,1
18975,0
18976,0
24969,0
24970,0
24971,0
24972,0
24973,0
24974,0
24975,0
24976,0
24977,0
24978,0
24979,0
24980,0
21196,0
21197,0
21198,0
21397,0
21398,0
21399,0
21400,0
21401,0
21402,1
21403,0
21404,0
21405,0
25902,0
25903,0
25904,0
25905,0
25906,0
25907,0
25908,0
25909,0
25910,0
25911,0
25912,0
25913,0
26622,0
26623,0
26624,0
26625,1
26626,0
26627,0
26628,0
26629,0
26630,0
26631,0
26632,1
26633,0
24197,0
24198,0
24199,0
24200,0
24201,0
24202,0
24311,0
24312,0
24313,1
24314,0
24315,0
24316,0
20027,1
20028,0
20029,0
20353,1
20354,0
20355,1
20356,0
20357,0
20358,0
20359,0
20487,0
20488,0
21497,0
21498,0
21499,1
21500,0
21501,1
21761,0
21762,1
21763,0
21764,1
21765,0
21766,0
21767,0
17360,0
17361,0
17362,0
17363,0
17364,0
17365,0
17366,0
17367,0
17368,0
17369,0
17370,0
17371,0
17372,0
17373,1
17374,0
17375,0
17376,1
17377,0
17378,1
17379,1
17380,0
17381,0
17382,1
17383,0
25914,0
25915,0
25916,0
25917,0
25918,0
25919,0
26143,0
26144,0
26145,0
26146,0
26147,0
26148,0
25174,0
25175,0
25176,0
25177,0
25178,0
25179,1
25180,0
25181,0
25182,0
25183,0
25184,0
25185,0
25613,0
25614,0
25615,0
25616,0
25617,0
25618,0
25619,0
25620,1
25621,0
25622,0
25900,0
25901,0
18465,0
18466,0
18467,0
18468,0
18469,0
18470,0
18471,0
18472,0
18473,0
18474,0
18475,0
18476,0
20489,0
20490,0
20491,0
20492,0
20493,0
20494,0
20495,0
20496,0
20497,1
20498,0
20499,0
20500,0
22352,1
22671,0
22672,0
22673,0
22674,1
22675,0
22676,0
22677,0
22678,0
22679,0
22680,0
22681,0
26161,1
26162,0
26163,0
26164,1
26438,1
26439,0
26440,0
26441,0
26442,0
26443,0
26444,1
26445,0
23940,0
23941,0
23942,1
23943,0
23944,0
23945,0
23946,1
23947,0
23948,0
23949,1
24183,0
24184,0
20767,0
20768,0
20769,0
20770,0
20771,0
20772,0
21190,0
21191,0
21192,0
21193,0
21194,0
21195,0
