,0
168,0.3351769001892668
169,0.1967011599427121
170,0.633361966796861
171,0.6778692899315338
172,0.6742106543338079
173,0.5966982324867217
174,0.273818378023028
175,0.4252971953250358
176,0.3597308670346006
177,0.8176599259244601
178,0.2302757856555266
179,0.6365255453354162
180,0.2970367918691466
358,0.5953744366368701
359,0.1709259012226843
360,0.4896090379286604
361,0.2782138074054865
362,0.2862799949112157
363,0.1628554822355232
364,0.0720114265849512
365,0.1928779496207326
366,0.042217569290071
367,0.4111578934343663
368,0.0383795736855001
369,0.3718024518256694
370,0.027553051602952
371,0.0979908918323168
372,0.3110283406938105
373,0.2021937121596841
374,0.2562268510400078
375,0.2002636431245153
471,0.2609795981223081
472,0.2483427677051939
473,0.1186928904784536
474,0.4606771430169915
475,0.1580366814126249
476,0.0951802640400927
477,0.3372131751061388
478,0.641690956774754
479,0.6627995540614467
480,0.2674030091494995
481,0.1338899333384306
482,0.6153566091415668
483,0.3224473059592452
484,0.225403314158916
485,0.4222389459255702
486,0.6979563871199097
487,0.2250790281948013
488,0.3931096187658583
489,0.4211530460898563
490,0.2731955131188633
491,0.4872174947742066
492,0.8120718267758079
493,0.8401704894479899
494,0.6920947790020369
828,0.4093207762586552
829,0.4313910102931612
830,0.1948350346684501
831,0.0730220691177719
832,0.3035327703110697
833,0.8083768775862632
834,0.2112760970681853
835,0.6907710329374653
836,0.1203430127646502
837,0.251527747521875
838,0.1482281267428301
839,0.4380240978173061
840,0.9676380651157312
841,0.2925313387287044
1123,0.5858833275741564
1124,0.2002719506452276
1125,0.0510505600349567
1126,0.7840002675435813
1127,0.2676751288644076
1128,0.0875141710077848
1129,0.3430685489774326
1130,0.306496539986355
1131,0.7542020365587746
1132,0.1900111316482539
1133,0.3141069961109966
1134,0.5399534659360151
1135,0.2281346697682906
1328,0.1152314109722703
1329,0.3171944216579719
1330,0.352059593452202
1331,0.1953204054920637
1332,0.1264891390109358
1333,0.3853405572990552
1334,0.4313992777724927
1335,0.1872607304322413
1492,0.0188759429675664
1493,0.13528552609276
1494,0.9676662248912624
1495,0.0915905678656415
1496,0.14439160826692
1497,0.2291237927281962
1498,0.6457528772550168
1499,0.1269654553222138
1500,0.5668669311009629
1501,0.4353660483797432
1502,0.1121431494609496
1503,0.5293759946370137
1504,0.2894315146631171
1505,0.3459070219031934
1506,0.4922139253882492
1507,0.2428311631189089
1508,0.507724960091469
1509,0.109612282238682
1510,0.0619760875789813
1511,0.0348236242627161
1740,0.7839216868270587
1741,0.5475556641617486
1742,0.2229632378218076
1743,0.3869515078929021
1744,0.3652062906428426
1745,0.0974839470494461
1746,0.2750480085516233
1747,0.579418257278809
1748,0.9688413243197566
1749,0.1967112208335468
1750,0.7436618081958318
1892,0.0791896788777123
1893,0.6716809288332848
1894,0.0435290878205613
1895,0.0949814179090158
1896,0.9690715205746174
1897,0.1009834118378651
1898,0.5542318459406804
1899,0.1157262999435859
1900,0.3589202800464591
1901,0.6762972922483805
1902,0.1333467628364521
1903,0.2979891869588442
1904,0.3922653484318446
1905,0.8550554330707542
2197,0.3170359661569489
2198,0.6832270847363082
2199,0.7224326552459509
2200,0.3677371325715929
2201,0.0639496246793803
2202,0.4469506012010219
