,0
0,0.06533271065707524
1,0.43908955773262687
2,0.33282853950637226
3,0.22697064220966612
4,0.06719892127186476
5,0.22965369720819237
6,0.0902112216209927
7,0.04072983190122482
8,0.02245265761657968
9,0.032296364986190366
10,0.0446711619308865
11,0.12844710177061516
12,0.04656411027700165
13,0.14674963211038572
14,0.15427512830179843
15,0.07319067587177953
16,0.057860529018279025
17,0.011758943327859971
18,0.5319281603041616
19,0.0365993871513477
20,0.0116384547452059
21,0.01181268536971382
22,0.03047083674681273
23,0.11547503137356747
24,0.028574923639830677
25,0.045175571411231207
26,0.062150013033189844
27,0.012492024730267273
28,0.011958277414120783
29,0.3163474989023281
30,0.10121326793185864
31,0.02580012852689132
32,0.039420429347661594
33,0.14183058846782345
34,0.08049806625744452
35,0.006987516529934864
36,0.10344277805586222
37,0.1334757413926036
38,0.09291517202960775
39,0.06937322244657572
40,0.11309332706066794
41,0.3159735850223878
42,0.21268407228150962
43,0.10789406335483225
44,0.02009475238340479
45,0.00950380125581943
46,0.006527515701118291
47,0.03138419517413019
48,0.1457246638391108
49,0.005896788911983682
50,0.004526637787489167
51,0.07526905606857645
52,0.03880370173714277
53,0.3147636200734292
54,0.1790518625212853
55,0.11207753071926686
56,0.014445155575522959
57,0.23426759838335104
58,0.05303021068938029
59,0.024467978540168904
60,0.02480573045058295
61,0.01274569106032019
62,0.016013593768011647
63,0.046401342078091525
64,0.031093819651978518
65,0.018284610777485583
66,0.02569445609095966
67,0.0634290290052115
68,0.062313070940283
69,0.0365750722445528
70,0.035537737020070854
71,0.04146061559836974
72,0.07710361839175811
73,0.03047332385944935
74,0.16102955451956139
75,0.021783261201186854
76,0.018642316948695666
77,0.03586798748081394
78,0.06599650040348123
79,0.164243872352218
80,0.338560238943412
81,0.10560129508870665
82,0.022574008682287882
83,0.026603082591462515
84,0.009784340580093217
85,0.011545810879297066
86,0.07341444738325323
87,0.02406484866593907
88,0.08125517949545967
89,0.38256135002917674
90,0.009695169151494723
91,0.10521351012626627
92,0.03271669121297531
93,0.011614377207948607
94,0.017701074162754987
95,0.007066180040788554
96,0.039429725495491216
97,0.16532243371071
98,0.02378666783705011
99,0.022726213504576855
100,0.48214505413569464
101,0.01598237723914583
102,0.00698408969311927
103,0.12501414145827516
104,0.0853202388370541
105,0.044709441049236846
106,0.03531235667651067
107,0.045622514497903915
108,0.026808064272638266
109,0.02081770770574478
110,0.024245428806593024
111,0.14297689038677264
112,0.04653994526121115
113,0.023676665215598275
114,0.007128463991324235
115,0.040921765086660254
116,0.15501769545872976
117,0.02134844442314509
118,0.013121063138087932
119,0.009795731292040113
120,0.030965192241791065
121,0.07970167221311655
122,0.004002180897406461
123,0.14833400626158363
124,0.03039422763886077
125,0.03169648495407138
126,0.12871714740549398
127,0.08895979220654268
128,0.10288573557458851
129,0.34709376060016733
130,0.07074396974025915
131,0.008397525471782375
