,league,id,minute,result,X,Y,player,h_a,player_id,situation,season,shotType,match_id,home_team,away_team,home_goals,away_goals,date,player_assisted,lastAction
290563,Serie_A,378309,4,BlockedShot,0.735,0.774000015258789,Cristiano Ronaldo,h,2371,DirectFreekick,2020,RightFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,,Standard
290565,Serie_A,378311,10,SavedShot,0.941999969482422,0.641999969482422,Cristiano Ronaldo,h,2371,OpenPlay,2020,LeftFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Aaron Ramsey,Pass
290567,Serie_A,378313,23,ShotOnPost,0.935999984741211,0.668000030517578,Cristiano Ronaldo,h,2371,OpenPlay,2020,LeftFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Aaron Ramsey,Pass
290568,Serie_A,378317,33,MissedShots,0.878000030517578,0.552000007629394,Cristiano Ronaldo,h,2371,OpenPlay,2020,RightFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,,None
290571,Serie_A,378323,52,BlockedShot,0.813000030517578,0.648000030517578,Cristiano Ronaldo,h,2371,OpenPlay,2020,RightFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Aaron Ramsey,Pass
290572,Serie_A,378326,58,MissedShots,0.9,0.487999992370605,Cristiano Ronaldo,h,2371,OpenPlay,2020,LeftFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Juan Cuadrado,Pass
290573,Serie_A,378328,66,BlockedShot,0.768000030517578,0.505,Cristiano Ronaldo,h,2371,OpenPlay,2020,LeftFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Aaron Ramsey,Pass
290575,Serie_A,378331,72,MissedShots,0.919000015258789,0.475999984741211,Cristiano Ronaldo,h,2371,FromCorner,2020,Head,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Dejan Kulusevski,Aerial
290576,Serie_A,378332,74,SavedShot,0.705,0.602000007629395,Cristiano Ronaldo,h,2371,DirectFreekick,2020,RightFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,,Standard
290582,Serie_A,378343,87,Goal,0.890999984741211,0.337999992370605,Cristiano Ronaldo,h,2371,OpenPlay,2020,RightFoot,14121,Juventus,Sampdoria,3,0,2020-09-20 18:45:00,Aaron Ramsey,Pass
