,minute,h_a,situation,shotType,lastAction,distanceToGoal,angleToGoal
290563,4,2,1,4,33,34.3442584834472,9.90745233648195
290565,10,2,3,2,27,12.7100129318261,16.7468391591569
290567,23,2,3,2,27,14.5666829159167,13.8984259400544
290568,33,2,3,4,24,13.7643495716294,28.0394365307355
290571,52,2,3,4,27,22.7872605453239,15.861138948091
290572,58,2,3,2,27,10.5222552378415,38.2998238253842
290573,66,2,3,2,27,24.4293889380043,16.9956947952152
290575,72,2,2,1,1,8.50602269106833,46.5593653899593
290576,74,2,1,4,33,32.103219928119,12.565723416706
290582,87,2,3,4,27,14.8842980199779,21.9243952744095
290852,7,1,3,4,27,28.1054629584656,8.66682759186403
290854,43,1,4,4,33,12.1678110192425,33.2803475559272
290855,56,1,3,4,24,13.1556845893065,30.4233696458558
290857,68,1,3,1,11,4.83245794477041,72.8577497361969
291821,58,1,3,4,38,11.2369129883311,35.5644594183237
291823,75,1,4,4,33,12.1678110192425,33.2803475559272
292039,7,1,3,4,27,20.6914667937688,15.0409071342482
292041,14,1,3,4,8,3.62630294535967,89.4280508373826
292042,36,1,3,4,27,26.5792188629804,13.950746972889
292043,42,1,3,4,27,15.9503260154769,25.5640001759654
292045,46,1,1,4,33,23.5659763858656,17.4759527178867
292225,22,2,3,4,27,18.2051205727853,20.2924963574518
292232,37,2,3,4,27,16.3819144663339,22.2919486240295
292235,41,2,2,4,29,5.88769662193224,53.2065921386342
292236,46,2,2,4,27,26.4985649311276,13.4911867934741
292240,62,2,3,4,27,20.8329681211499,19.2398699563777
292679,0,2,3,4,27,54.5808172608089,7.64611933645593
292684,55,2,3,2,27,14.6436703196589,17.6051033472936
292687,71,2,3,4,27,19.0803947820348,14.6186343265421
293068,35,1,2,2,1,19.2185687367397,14.6422775966285
293069,40,1,3,4,8,25.525405658962,13.282409514692
293072,46,1,3,2,24,19.4735041097137,12.4406109352187
293074,62,1,3,4,38,24.7634289710254,15.3342085617313
293076,64,1,3,4,25,4.93023680764967,66.075561748791
293077,71,1,3,1,11,5.02169639863825,70.7320070755033
293078,77,1,4,4,33,12.1678110192425,33.2803475559272
293081,88,1,4,4,33,12.1678110192425,33.2803475559272
293159,4,2,3,2,27,10.9481697052284,35.0019162427112
293164,60,2,4,4,33,12.1678110192425,33.2803475559272
293170,84,2,3,4,29,26.4677742741857,13.6431359509715
293397,25,1,3,1,11,7.63845650746392,50.9140393574992
293398,28,1,3,4,27,25.4924022407001,14.4897780372164
293399,38,1,3,2,24,27.0882546604515,14.9921263220159
293404,47,1,3,2,27,16.7403449923866,14.8417527070908
293407,57,1,2,1,11,12.162806087028,32.1459143797014
293596,4,2,1,4,33,33.1550302148197,11.093131918239
293597,5,2,3,4,27,27.500874417113,14.3904403555591
293599,31,2,3,2,38,17.5257778392644,13.3925672735413
293600,36,2,3,4,27,32.8531651025533,12.5213500937624
293601,46,2,1,4,33,28.3487814765519,2.28353606504989
293606,68,2,3,2,38,26.2982660894283,15.6381163529803
294064,3,2,3,4,38,23.4235588514565,15.5661367410573
294069,30,2,3,4,2,16.9868274731605,18.81832112188
294077,68,2,3,2,23,23.3621392559289,17.7703536473726
294079,69,2,3,2,27,15.8245046938621,23.0159427572817
294359,17,1,3,4,27,21.7565909411016,13.5298311642193
294361,20,1,3,4,11,12.8004134421038,31.7214131779838
294583,7,2,2,1,1,8.0894373493828,48.672372141331
294585,24,2,3,4,39,13.0776182846878,23.6938819920232
294594,64,2,3,4,8,10.316533559032,37.5353940389729
294599,70,2,3,2,27,30.1191743276036,13.8174621170394
294600,73,2,3,4,27,12.3935828069992,32.2283788694659
294605,91,2,3,4,8,13.2559618624138,19.3097560670338
294842,32,1,3,2,27,35.5559951195947,10.648873918731
294843,36,1,3,4,27,30.7960572581962,13.0960556841583
294847,80,1,3,4,24,21.1625933794372,17.1095337346849
295021,27,2,3,2,27,19.4292007190417,21.3320976015792
295026,34,2,3,2,27,19.5331411106015,12.4785096221041
295030,62,2,1,4,33,24.6976051885298,16.4377786861973
295037,81,2,3,2,24,20.4295886767584,20.1633755521761
295039,89,2,3,2,27,11.9235290308623,33.7618438219996
295206,30,1,1,4,33,28.2094040318448,14.6975313020661
295207,38,1,3,4,27,24.6221871905908,16.5352941637596
295208,39,1,3,4,27,15.5207064865516,11.0868402534489
295209,58,1,3,2,27,27.8497645494518,14.3662275365617
295212,92,1,3,4,38,17.3313561495861,19.333340908316
295433,12,2,3,2,27,20.0863701122691,19.8287558665835
295434,21,2,3,4,27,10.2713865905309,34.7070447398986
295435,40,2,3,4,8,14.5988945671345,18.905602809417
295660,5,1,3,2,27,25.0242830153783,16.0247353665759
295665,46,1,3,2,27,19.9828244403053,20.1257368253298
295666,46,1,3,4,29,19.5274227100483,20.8168347884841
295667,47,1,1,4,33,31.2970043217811,11.6866289726604
295669,48,1,2,2,24,4.83245794477041,72.8577497361969
295670,50,1,1,4,33,26.9590750245151,12.9832191818795
295673,73,1,3,2,27,18.5829769387983,10.1093994405921
295679,89,1,3,1,11,7.16584318111616,54.0135693603215
296072,10,2,3,4,27,14.8315531176555,24.0594464986739
296076,25,2,1,4,33,20.0551276457236,20.6848560811901
296077,27,2,3,4,24,6.23088128422663,42.2012887558119
296079,32,2,2,4,3,14.9944441719257,27.1374441496793
296082,37,2,2,1,11,4.60389530057894,75.4138874660767
296084,45,2,3,4,27,32.1757599271568,11.8101077326654
296085,45,2,3,1,11,7.61646907113824,50.7317703828591
296086,47,2,3,4,27,11.8453556796201,30.4310562723866
296089,62,2,3,2,27,16.7886888313105,17.1815325514076
296090,64,2,3,4,27,14.9970262390659,20.1537363336813
296097,87,2,1,4,33,29.3395548994153,13.2689936519831
296183,4,1,3,4,2,10.2314631925764,22.0056030549729
296187,24,1,3,2,38,24.0039329829479,16.507415746549
296188,45,1,1,4,33,35.6355072371755,10.9064385671104
296189,48,1,3,4,27,13.1889065330481,30.6941460773972
296191,66,1,3,4,27,25.4045792465641,14.8486314270573
296192,78,1,3,2,27,22.1849286768822,18.7126725610565
296194,90,1,1,4,33,24.0952713945795,17.0984149564023
296350,34,2,3,2,38,21.0705597095946,10.6158737927586
296355,41,2,3,4,27,20.1469934502681,14.7027938909598
296356,51,2,3,1,11,11.9776569334146,32.3044624162201
296359,69,2,3,2,27,15.4092830289191,26.4466395903891
296362,74,2,2,1,11,7.54656190581516,50.6046056761795
296363,77,2,1,4,33,25.887764341265,14.6888346074922
296364,88,2,3,2,27,18.5414795374922,21.4623075266089
296989,8,1,3,1,1,6.44853384544655,41.1060323159069
296990,9,1,2,1,11,7.04407338945437,53.6324082075443
296992,24,1,4,4,33,12.1678110192425,33.2803475559272
296993,31,1,3,2,27,14.9286236098362,23.0564381078941
296994,62,1,2,4,27,18.4278837634711,17.030726483616
296997,93,1,3,4,27,13.5085321823129,29.4082296271764
297189,2,2,3,4,27,19.5932008923655,13.8671273972232
297195,46,2,3,4,27,27.2136694742591,13.2625207120848
297196,53,2,1,4,33,28.4141331038012,14.6479024023144
297198,65,2,2,4,27,21.6317009050839,17.1059864554782
297202,79,2,3,2,4,10.4921226699747,17.2244146665747
