,minute,h_a,situation,shotType,lastAction,distanceToGoal,angleToGoal
222526,51,1,3,2,38,14.9618356350646,7.90078972611589
222530,62,1,3,4,38,14.2027873024005,28.8535306764442
222532,74,1,5,4,1,15.4027478640014,16.9924838492903
222536,85,1,1,4,33,29.035290403653,13.7432063357409
222870,8,2,3,2,8,16.7738877728549,19.1397879345045
222874,45,2,3,2,3,4.57414265224241,66.003589918358
222879,64,2,3,4,27,17.0304218912494,23.9668187532208
222880,78,2,1,4,33,28.8686065773081,14.403669448556
222883,81,2,2,1,1,7.68844750258463,47.5389023228592
222887,92,2,3,4,27,26.563887294243,11.2407176651764
223127,4,1,3,4,29,22.7889419068683,17.297951134294
223130,33,1,5,1,11,10.0761301858631,39.6413533524866
223139,59,1,3,4,39,8.42197499036195,46.9026777967732
223140,62,1,3,2,19,20.6854705635678,20.0672303515419
223144,80,1,3,2,27,9.20924131352246,22.2433810544563
223289,15,2,5,4,19,10.5796539747381,37.6767258873321
223295,45,2,3,1,11,7.78402283717181,49.9309420706877
223298,49,2,3,4,8,17.4621501194813,23.1273694530402
223302,78,2,3,4,27,23.5671538760728,17.4742722159428
223303,78,2,3,1,8,10.7244591938242,29.5649058749058
223304,85,2,3,4,19,12.3729692820896,32.0970708591845
223376,15,1,2,1,11,7.61646907113824,50.7317703828591
223382,47,1,2,1,11,8.44863789460293,45.5859615944289
223390,71,1,3,4,29,1.18751740423479,35.1994156084937
223703,10,2,3,4,24,16.8961223898939,23.5104840207387
223712,45,2,4,4,33,12.1678110192425,33.2803475559272
223713,46,2,3,2,27,6.52252051435948,58.5474268591323
223886,10,1,3,4,29,14.024897212295,28.2230775315452
224167,37,2,5,4,27,19.3031642666041,21.2768044578356
224168,46,2,3,1,11,10.3113508430042,38.4497542077858
224174,78,2,5,1,1,11.3556012985555,28.9017267174045
224175,81,2,4,4,33,12.1678110192425,33.2803475559272
224409,7,1,3,1,11,5.31476954128874,56.3249416726007
224413,31,1,3,4,2,27.9273220836341,14.6654937012916
224423,74,1,3,4,27,24.153780492133,15.236408819324
224635,33,2,3,2,27,14.5468604535731,26.0390778161833
224637,43,2,3,2,2,22.5728267503494,18.2614989994895
224640,57,2,3,4,27,16.6264430898738,20.5063199576383
224643,68,2,3,4,29,5.15197679829888,70.7563581752714
224793,32,1,3,2,27,13.5464236264218,29.8479798885913
224794,48,1,3,4,24,5.49899969971904,66.3327503057468
224795,81,1,2,1,11,8.31858506364111,40.0361895184218
225123,41,2,3,4,12,17.3477519895467,21.8478485577
225126,48,2,3,4,27,11.6851622596846,33.2382893481631
225130,65,2,2,1,11,10.151500762158,34.1073654089184
225131,75,2,3,4,38,13.6601971349295,21.7705605249906
225132,76,2,2,1,1,10.6925220645392,35.3053931916211
225133,80,2,3,4,27,21.1949107212875,10.2952067571034
225134,81,2,3,4,38,16.6882114080569,13.0583956174021
225363,10,1,3,4,24,15.8662606563683,22.7444065535148
225368,39,1,3,1,1,8.29618295242156,47.6068910490937
225369,41,1,3,4,27,19.2820149362041,13.273306214595
225370,59,1,3,4,27,19.6179770430272,19.9047654723821
225374,70,1,3,4,27,16.3391453265534,24.593317925327
