,league,id,minute,result,X,Y,player,h_a,player_id,situation,season,shotType,match_id,home_team,away_team,home_goals,away_goals,date,player_assisted,lastAction
217489,Bundesliga,425533,11,BlockedShot,0.874000015258789,0.542999992370605,Robert Lewandowski,a,227,OpenPlay,2021,Head,17516,Borussia M.Gladbach,Bayern Munich,1,1,2021-08-13 18:30:00,Josip Stanisic,Aerial
217490,Bundesliga,425534,13,SavedShot,0.85,0.442999992370605,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17516,Borussia M.Gladbach,Bayern Munich,1,1,2021-08-13 18:30:00,Leon Goretzka,HeadPass
217491,Bundesliga,425536,25,SavedShot,0.946999969482422,0.472000007629395,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17516,Borussia M.Gladbach,Bayern Munich,1,1,2021-08-13 18:30:00,Alphonso Davies,Throughball
217497,Bundesliga,425543,41,Goal,0.916999969482422,0.429000015258789,Robert Lewandowski,a,227,FromCorner,2021,RightFoot,17516,Borussia M.Gladbach,Bayern Munich,1,1,2021-08-13 18:30:00,Joshua Kimmich,Cross
217499,Bundesliga,425545,51,SavedShot,0.915999984741211,0.542000007629394,Robert Lewandowski,a,227,OpenPlay,2021,Head,17516,Borussia M.Gladbach,Bayern Munich,1,1,2021-08-13 18:30:00,Leroy Sané,Cross
217502,Bundesliga,425550,59,SavedShot,0.905999984741211,0.492999992370605,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17516,Borussia M.Gladbach,Bayern Munich,1,1,2021-08-13 18:30:00,,None
217926,Bundesliga,427789,24,BlockedShot,0.924000015258789,0.545999984741211,Robert Lewandowski,h,227,FromCorner,2021,Head,17533,Bayern Munich,FC Cologne,3,2,2021-08-22 15:30:00,Leroy Sané,Aerial
217929,Bundesliga,427796,42,BlockedShot,0.858000030517578,0.527000007629395,Robert Lewandowski,h,227,OpenPlay,2021,LeftFoot,17533,Bayern Munich,FC Cologne,3,2,2021-08-22 15:30:00,,None
217932,Bundesliga,427799,49,Goal,0.954000015258789,0.547000007629394,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17533,Bayern Munich,FC Cologne,3,2,2021-08-22 15:30:00,Jamal Musiala,Pass
217935,Bundesliga,427808,73,ShotOnPost,0.88,0.63,Robert Lewandowski,h,227,OpenPlay,2021,LeftFoot,17533,Bayern Munich,FC Cologne,3,2,2021-08-22 15:30:00,Thomas Müller,Pass
217936,Bundesliga,427809,82,MissedShots,0.527999992370605,0.492999992370605,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17533,Bayern Munich,FC Cologne,3,2,2021-08-22 15:30:00,,BallRecovery
217938,Bundesliga,427811,85,SavedShot,0.958000030517578,0.469000015258789,Robert Lewandowski,h,227,OpenPlay,2021,Head,17533,Bayern Munich,FC Cologne,3,2,2021-08-22 15:30:00,,Aerial
218130,Bundesliga,428890,33,ShotOnPost,0.904000015258789,0.509000015258789,Robert Lewandowski,h,227,OpenPlay,2021,Head,17540,Bayern Munich,Hertha Berlin,5,0,2021-08-28 16:30:00,Serge Gnabry,Chipped
218131,Bundesliga,428891,33,Goal,0.965,0.495999984741211,Robert Lewandowski,h,227,OpenPlay,2021,Head,17540,Bayern Munich,Hertha Berlin,5,0,2021-08-28 16:30:00,,Rebound
218135,Bundesliga,428895,52,BlockedShot,0.853000030517578,0.53,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17540,Bayern Munich,Hertha Berlin,5,0,2021-08-28 16:30:00,Jamal Musiala,TakeOn
218137,Bundesliga,428897,69,Goal,0.93,0.527999992370605,Robert Lewandowski,h,227,OpenPlay,2021,LeftFoot,17540,Bayern Munich,Hertha Berlin,5,0,2021-08-28 16:30:00,Leroy Sané,Pass
218142,Bundesliga,428904,83,Goal,0.963000030517578,0.502999992370605,Robert Lewandowski,h,227,FromCorner,2021,Head,17540,Bayern Munich,Hertha Berlin,5,0,2021-08-28 16:30:00,Nianzou Kouassi,HeadPass
218330,Bundesliga,430110,7,MissedShots,0.931999969482422,0.515,Robert Lewandowski,a,227,FromCorner,2021,RightFoot,17548,RasenBallsport Leipzig,Bayern Munich,1,4,2021-09-11 16:30:00,Joshua Kimmich,Cross
218331,Bundesliga,430111,11,Goal,0.885,0.5,Robert Lewandowski,a,227,Penalty,2021,RightFoot,17548,RasenBallsport Leipzig,Bayern Munich,1,4,2021-09-11 16:30:00,,Standard
218337,Bundesliga,430121,40,MissedShots,0.855999984741211,0.394000015258789,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17548,RasenBallsport Leipzig,Bayern Munich,1,4,2021-09-11 16:30:00,Leroy Sané,Pass
218339,Bundesliga,430124,48,MissedShots,0.886999969482422,0.457000007629395,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17548,RasenBallsport Leipzig,Bayern Munich,1,4,2021-09-11 16:30:00,Leroy Sané,Pass
218340,Bundesliga,430125,52,SavedShot,0.871999969482422,0.459000015258789,Robert Lewandowski,a,227,OpenPlay,2021,LeftFoot,17548,RasenBallsport Leipzig,Bayern Munich,1,4,2021-09-11 16:30:00,Alphonso Davies,Pass
218515,Bundesliga,431176,0,BlockedShot,0.89,0.395,Robert Lewandowski,h,227,OpenPlay,2021,LeftFoot,17556,Bayern Munich,Bochum,7,0,2021-09-18 13:30:00,Thomas Müller,BallRecovery
218518,Bundesliga,431182,21,SavedShot,0.81,0.554000015258789,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17556,Bayern Munich,Bochum,7,0,2021-09-18 13:30:00,Thomas Müller,Pass
218531,Bundesliga,431196,60,Goal,0.985,0.509000015258789,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17556,Bayern Munich,Bochum,7,0,2021-09-18 13:30:00,,None
218652,Bundesliga,433079,3,BlockedShot,0.871999969482422,0.545,Robert Lewandowski,a,227,OpenPlay,2021,LeftFoot,17561,Greuther Fuerth,Bayern Munich,1,3,2021-09-24 18:30:00,Alphonso Davies,Cross
218658,Bundesliga,433088,39,ShotOnPost,0.955999984741211,0.607999992370605,Robert Lewandowski,a,227,FromCorner,2021,RightFoot,17561,Greuther Fuerth,Bayern Munich,1,3,2021-09-24 18:30:00,Joshua Kimmich,Cross
218661,Bundesliga,433094,57,SavedShot,0.895999984741211,0.455999984741211,Robert Lewandowski,a,227,OpenPlay,2021,LeftFoot,17561,Greuther Fuerth,Bayern Munich,1,3,2021-09-24 18:30:00,Leroy Sané,Cross
219049,Bundesliga,435625,4,MissedShots,0.936999969482422,0.464000015258789,Robert Lewandowski,h,227,OpenPlay,2021,Head,17578,Bayern Munich,Eintracht Frankfurt,1,2,2021-10-03 15:30:00,Alphonso Davies,Chipped
219061,Bundesliga,435640,48,SavedShot,0.745999984741211,0.377000007629395,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17578,Bayern Munich,Eintracht Frankfurt,1,2,2021-10-03 15:30:00,Leon Goretzka,Pass
219062,Bundesliga,435641,55,SavedShot,0.951999969482422,0.502999992370605,Robert Lewandowski,h,227,OpenPlay,2021,Head,17578,Bayern Munich,Eintracht Frankfurt,1,2,2021-10-03 15:30:00,Niklas Süle,Cross
219066,Bundesliga,435646,75,BlockedShot,0.834000015258789,0.469000015258789,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17578,Bayern Munich,Eintracht Frankfurt,1,2,2021-10-03 15:30:00,Leroy Sané,Pass
219276,Bundesliga,436903,2,Goal,0.956999969482422,0.467999992370605,Robert Lewandowski,a,227,SetPiece,2021,RightFoot,17585,Bayer Leverkusen,Bayern Munich,1,5,2021-10-17 13:30:00,Dayotchanculle Upamecano,Pass
219283,Bundesliga,436911,29,Goal,0.911999969482422,0.499000015258789,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17585,Bayer Leverkusen,Bayern Munich,1,5,2021-10-17 13:30:00,Alphonso Davies,BallTouch
219285,Bundesliga,436913,32,BlockedShot,0.841999969482422,0.327000007629395,Robert Lewandowski,a,227,OpenPlay,2021,RightFoot,17585,Bayer Leverkusen,Bayern Munich,1,5,2021-10-17 13:30:00,Leon Goretzka,Pass
219435,Bundesliga,437622,1,MissedShots,0.921999969482422,0.464000015258789,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17596,Bayern Munich,Hoffenheim,4,0,2021-10-23 13:30:00,Thomas Müller,TakeOn
219436,Bundesliga,437624,12,BlockedShot,0.930999984741211,0.609000015258789,Robert Lewandowski,h,227,OpenPlay,2021,RightFoot,17596,Bayern Munich,Hoffenheim,4,0,2021-10-23 13:30:00,Thomas Müller,TakeOn
