,minute,h_a,situation,shotType,lastAction,distanceToGoal,angleToGoal
13481,80,1,2,1,1,13.0096179668589,29.3444091540154
13482,81,1,3,2,27,13.866554167297,19.1891411223389
13723,9,2,3,2,27,28.1098580505914,12.1726222484458
13724,11,2,3,4,27,33.1468853508442,12.0331611871305
13725,22,2,3,4,27,33.5969570383372,11.2631698330481
13726,41,2,3,2,27,20.8440455103299,19.8704581059391
13727,44,2,5,1,1,11.3511963382357,33.3873689001597
13728,47,2,3,4,2,29.336562633309,14.0568644536397
13729,49,2,3,2,27,17.8357205667282,19.7060958502007
10027,65,2,5,2,19,9.66611989037577,41.4595363269826
10028,69,2,3,4,27,17.0977549695859,23.1271091810067
10029,69,2,3,4,29,11.5117479065366,15.8487538849896
10030,86,2,4,4,33,12.1678110192425,33.2803475559272
10458,17,1,3,2,27,26.6730613361255,15.6246298828844
10459,20,1,3,4,2,27.5482547641311,14.5083848215193
10460,24,1,3,2,27,32.6024252006656,12.7507638946781
10461,47,1,3,2,2,16.2699401528544,18.1201130819369
10462,51,1,3,4,8,17.8248831218938,14.0377845358232
14186,6,2,3,2,24,16.6611632345627,21.8737836090149
14187,9,2,3,2,27,31.1563589080775,13.3682263779312
14188,15,2,2,1,1,8.59700079164148,41.2313107193905
14189,17,2,3,4,27,25.9606454252987,14.4834842970828
14190,24,2,3,2,38,20.8597079776883,15.8708573588562
14191,25,2,3,2,8,16.1484327782768,4.61844748772638
14192,28,2,3,4,38,7.30827680240894,27.4115219122956
14193,32,2,3,4,27,26.388006406232,15.3553697452091
14194,33,2,3,2,2,21.9125783958622,18.1431230895162
11667,83,2,3,2,27,16.1885483737191,23.9926612621234
11668,84,2,3,2,38,28.3713902699907,14.5345944149161
11669,88,2,3,2,24,18.5481139562075,12.3261183756647
11670,88,2,2,1,1,15.1326603100439,26.6864614432001
11671,89,2,3,2,38,10.2937040093361,39.1363265542555
11947,10,1,3,2,24,29.6499259422281,14.0079581193742
11948,53,1,1,4,33,26.1775264794914,11.9495012536096
11949,60,1,2,1,1,10.2042136939545,31.7327189025241
11950,64,1,3,2,27,15.2067772755634,23.458789041338
16646,75,2,3,4,29,17.2120302751241,18.3406547820504
16647,79,2,3,2,27,14.8353186548985,27.6689913702257
16648,84,2,3,2,11,17.776176706738,14.1150197791798
16649,89,2,3,2,24,25.20223990737,16.5246581131839
16650,94,2,3,4,27,19.58394593426,13.318195978866
17060,29,1,3,4,27,17.218849069723,21.8913053914813
17061,31,1,3,4,27,16.0542887311737,24.8156743222246
17062,40,1,2,1,1,9.55211167585564,40.00406473278
17063,45,1,1,4,33,27.2069600214993,15.2605737542568
14912,58,2,3,2,27,32.1685633598563,8.7271323888585
14913,70,2,3,4,24,25.1856870113713,13.7712303995325
14914,76,2,3,4,27,12.201785334236,30.5395107439355
14915,76,2,3,2,29,17.5116207347874,19.6180219130146
14916,76,2,3,4,24,21.7604572370471,17.3472271375371
14917,83,2,2,1,1,13.049194914683,26.1007058365387
14918,88,2,2,3,8,10.7001759583839,37.5189853756874
14919,92,2,3,2,11,12.7929209275732,29.8076415077774
15157,5,1,3,2,27,15.3579630590165,25.9721192316514
16087,35,2,3,1,11,10.6620558870881,36.9100790507255
16088,39,2,2,1,11,8.22296620361172,47.5046840578215
16089,55,2,2,1,1,11.2651887564907,29.6306705578962
