,status
13481,0
13482,0
13723,0
13724,0
13725,0
13726,0
13727,0
13728,1
13729,0
10027,0
10028,0
10029,0
10030,1
10458,0
10459,1
10460,0
10461,0
10462,0
14186,0
14187,0
14188,0
14189,0
14190,0
14191,0
14192,1
14193,0
14194,0
11667,0
11668,0
11669,0
11670,0
11671,1
11947,0
11948,0
11949,0
11950,1
16646,0
16647,0
16648,1
16649,0
16650,0
17060,0
17061,0
17062,0
17063,1
14912,0
14913,0
14914,0
14915,0
14916,0
14917,0
14918,0
14919,0
15157,0
16087,0
16088,0
16089,0
16090,0
16091,0
16092,0
16093,0
16094,0
16095,0
10950,0
10951,0
10952,0
10953,0
10954,0
10955,1
10956,0
10957,0
10958,0
11171,0
11172,1
11173,0
11174,0
11175,0
11176,0
11177,0
11178,0
11179,0
15573,0
15574,0
15575,0
15576,0
15577,0
15578,0
15579,0
15580,0
15581,0
12429,0
12430,0
12431,0
12432,1
12863,0
12864,0
12865,0
12866,0
12867,0
16395,0
16396,0
16397,1
16631,0
16632,0
16633,0
16634,0
16635,0
16636,0
17127,1
17128,0
17129,0
17130,0
17131,0
17132,0
17327,1
17328,1
17329,0
17330,0
17331,0
17332,0
17333,0
17334,0
17335,1
17336,0
17337,0
17606,0
17607,0
17608,0
17609,0
17610,0
17611,0
17612,0
17613,0
17614,0
17615,0
17616,0
17617,0
17618,0
17619,0
17797,0
17798,0
17799,1
17800,1
17801,0
15371,0
15372,0
15373,0
15374,0
15375,0
15376,0
15377,0
15378,0
15379,0
11951,0
11952,0
11953,0
11954,0
11955,0
12026,0
12027,0
12028,0
12029,0
13234,0
13473,0
13474,0
13475,0
13476,1
13477,0
13478,0
13479,0
13480,0
9131,0
9132,0
9133,1
9134,0
9135,0
9316,1
9317,0
9318,0
9319,0
9320,0
9321,0
9322,0
9323,0
9324,0
9325,0
9525,0
9526,0
9527,0
16637,0
16638,0
16639,0
16640,0
16641,0
16642,0
16643,0
16644,0
16645,0
15855,0
15856,0
15857,0
16081,0
16082,0
16083,1
16084,0
16085,0
16086,0
16165,1
16166,0
16167,0
16389,0
16390,0
16391,0
16392,0
16393,0
16394,1
10748,1
10749,1
10750,0
10751,0
10752,0
10753,0
10947,0
10948,0
10949,0
12030,0
12031,1
12032,0
12033,1
12034,0
12035,0
12368,0
12369,1
12370,0
13970,0
13971,0
13972,1
13973,0
13974,0
13975,0
13976,0
13977,0
13978,0
17064,0
17065,0
17066,0
17067,1
17068,0
17069,0
17070,0
17071,0
17072,0
15158,0
15159,0
15160,0
15161,0
15162,0
15163,0
15164,0
15165,0
15166,0
12380,0
12381,0
12382,0
12423,0
12424,0
12425,0
12426,0
12427,1
12428,0
14195,0
14196,0
14197,0
14198,0
14199,0
14243,0
14244,0
14245,0
14246,0
15380,1
15381,0
15566,0
15567,0
15568,0
15569,0
15570,0
15571,0
15572,0
14686,0
14687,0
14688,0
14689,0
14690,0
14691,0
14692,0
14693,0
14694,0
10463,0
10464,1
10465,0
10466,0
10467,1
10468,0
10469,0
10737,0
10738,1
11280,0
11641,0
11642,0
11643,0
11644,0
11645,0
11646,0
11647,0
11648,0
10018,0
10019,0
10020,0
10021,0
10022,0
10023,0
10024,0
10025,0
10026,0
14247,0
14248,1
14249,1
14250,0
14251,0
14252,0
14253,1
14684,0
14685,1
11180,0
11181,0
11182,0
11183,0
11184,0
11185,0
11259,0
11260,0
11261,0
11658,0
11659,1
11660,0
11661,0
11662,0
11663,1
11664,0
11665,0
11666,0
10009,0
10010,1
10011,0
10012,0
10013,0
10014,0
10015,0
10016,0
10017,0
13011,1
13012,0
13013,1
13228,0
13229,0
13230,1
13231,0
13232,0
13233,0
14695,0
14696,1
14697,0
14906,0
14907,0
14908,0
14909,0
14910,0
14911,0
11649,0
11650,0
11651,0
11652,0
11653,0
11654,1
11655,0
11656,0
11657,0
11262,0
11263,0
11264,0
11265,0
11266,0
11267,0
11268,0
11269,0
11270,1
9528,0
9529,0
9530,0
9531,0
9532,0
9533,0
9534,0
9535,0
9536,0
15582,0
15583,0
15584,0
15585,1
15586,0
15587,0
15588,1
15853,0
15854,0
13730,0
13731,0
13732,0
13733,0
13734,0
13735,0
13736,0
13737,0
13738,1
12371,0
12372,0
12373,0
12374,1
12375,0
12376,0
12377,0
12378,0
12379,0
12868,0
12869,0
12870,0
13005,1
13006,0
13007,0
13008,0
13009,0
13010,0
9537,0
9538,1
9539,0
9540,0
9541,0
10005,0
10006,0
10007,0
10008,0
10739,0
10740,0
10741,0
10742,0
10743,0
10744,1
10745,0
10746,0
10747,0
15167,1
15168,0
15169,1
15170,0
15171,0
15172,1
15368,0
15369,0
15370,0
11271,0
11272,0
11273,1
11274,0
11275,0
11276,0
11277,0
11278,0
11279,0
