,league,id,minute,result,X,Y,player,h_a,player_id,situation,season,shotType,match_id,home_team,away_team,home_goals,away_goals,date,player_assisted,lastAction
232938,Bundesliga,310365,23,Goal,0.935999984741211,0.505,Robert Lewandowski,h,227,OpenPlay,2019,LeftFoot,12403,Bayern Munich,Hertha Berlin,2,2,2019-08-16 19:30:00,Serge Gnabry,Pass
232940,Bundesliga,310367,24,BlockedShot,0.861999969482422,0.417999992370605,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12403,Bayern Munich,Hertha Berlin,2,2,2019-08-16 19:30:00,Joshua Kimmich,Pass
232942,Bundesliga,310369,30,BlockedShot,0.849000015258789,0.324000015258789,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12403,Bayern Munich,Hertha Berlin,2,2,2019-08-16 19:30:00,Thomas Müller,Pass
232945,Bundesliga,310374,59,Goal,0.885,0.5,Robert Lewandowski,h,227,Penalty,2019,RightFoot,12403,Bayern Munich,Hertha Berlin,2,2,2019-08-16 19:30:00,,Standard
232951,Bundesliga,310382,92,MissedShots,0.95,0.46,Robert Lewandowski,h,227,FromCorner,2019,Head,12403,Bayern Munich,Hertha Berlin,2,2,2019-08-16 19:30:00,Joshua Kimmich,Aerial
233356,Bundesliga,312677,3,SavedShot,0.864000015258789,0.495999984741211,Robert Lewandowski,a,227,SetPiece,2019,RightFoot,12418,Schalke 04,Bayern Munich,0,3,2019-08-24 17:30:00,Joshua Kimmich,Cross
233358,Bundesliga,312679,16,SavedShot,0.921999969482422,0.465999984741211,Robert Lewandowski,a,227,FromCorner,2019,Head,12418,Schalke 04,Bayern Munich,0,3,2019-08-24 17:30:00,Joshua Kimmich,Aerial
233359,Bundesliga,312680,19,Goal,0.885,0.5,Robert Lewandowski,a,227,Penalty,2019,RightFoot,12418,Schalke 04,Bayern Munich,0,3,2019-08-24 17:30:00,,Standard
233362,Bundesliga,312685,49,Goal,0.734000015258789,0.502999992370605,Robert Lewandowski,a,227,DirectFreekick,2019,RightFoot,12418,Schalke 04,Bayern Munich,0,3,2019-08-24 17:30:00,,Standard
233363,Bundesliga,312693,74,Goal,0.856999969482422,0.439000015258789,Robert Lewandowski,a,227,OpenPlay,2019,RightFoot,12418,Schalke 04,Bayern Munich,0,3,2019-08-24 17:30:00,Kingsley Coman,Pass
233501,Bundesliga,315589,3,MissedShots,0.82,0.522000007629395,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12425,Bayern Munich,Mainz 05,6,1,2019-08-31 14:30:00,,None
233510,Bundesliga,315603,61,BlockedShot,0.921999969482422,0.442999992370605,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12425,Bayern Munich,Mainz 05,6,1,2019-08-31 14:30:00,Kingsley Coman,Pass
233512,Bundesliga,315606,73,MissedShots,0.959000015258789,0.392000007629395,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12425,Bayern Munich,Mainz 05,6,1,2019-08-31 14:30:00,Alphonso Davies,Cross
233513,Bundesliga,315608,77,Goal,0.875999984741211,0.51,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12425,Bayern Munich,Mainz 05,6,1,2019-08-31 14:30:00,Thomas Müller,Cross
233515,Bundesliga,315610,81,MissedShots,0.921999969482422,0.524000015258789,Robert Lewandowski,h,227,OpenPlay,2019,RightFoot,12425,Bayern Munich,Mainz 05,6,1,2019-08-31 14:30:00,David Alaba,Cross
233516,Bundesliga,315611,82,MissedShots,0.751999969482422,0.627000007629395,Robert Lewandowski,h,227,FromCorner,2019,RightFoot,12425,Bayern Munich,Mainz 05,6,1,2019-08-31 14:30:00,Michaël Cuisance,Pass
233812,Bundesliga,317491,2,Goal,0.850999984741211,0.464000015258789,Robert Lewandowski,a,227,OpenPlay,2019,RightFoot,12436,RasenBallsport Leipzig,Bayern Munich,1,1,2019-09-14 16:30:00,Thomas Müller,Pass
233814,Bundesliga,317494,11,SavedShot,0.925999984741211,0.665999984741211,Robert Lewandowski,a,227,OpenPlay,2019,RightFoot,12436,RasenBallsport Leipzig,Bayern Munich,1,1,2019-09-14 16:30:00,,Rebound
233815,Bundesliga,317495,14,MissedShots,0.908000030517578,0.520999984741211,Robert Lewandowski,a,227,OpenPlay,2019,Head,12436,RasenBallsport Leipzig,Bayern Munich,1,1,2019-09-14 16:30:00,Joshua Kimmich,Cross
233817,Bundesliga,317498,32,SavedShot,0.778000030517578,0.651999969482422,Robert Lewandowski,a,227,OpenPlay,2019,RightFoot,12436,RasenBallsport Leipzig,Bayern Munich,1,1,2019-09-14 16:30:00,Joshua Kimmich,Pass
