,status
220274,0
220275,0
220276,0
220277,0
220278,0
220279,1
220280,0
220281,0
220282,1
220283,0
220284,0
220285,1
220286,0
220287,0
220288,0
220289,0
220290,0
220291,1
220292,0
220293,0
220294,0
220295,0
220296,0
220297,0
220298,0
220299,0
220300,0
220301,0
220302,0
220303,0
220304,0
220305,0
220306,0
220307,0
220308,0
220309,0
220310,1
220311,0
220312,1
220313,0
220314,0
220315,0
220316,0
220317,1
220318,0
220319,0
220320,0
220321,0
220322,0
220323,0
220324,0
220325,0
220326,1
220327,1
220328,0
220329,0
220330,0
220331,0
220332,1
220333,0
220334,0
220335,0
220336,1
220337,0
220338,0
220339,0
220340,1
220341,0
220342,0
220343,0
220344,0
220345,0
220346,0
220347,0
220348,0
220349,1
220350,0
220351,0
220352,1
220353,0
220354,0
220355,0
220356,0
220357,0
220358,0
220359,0
220360,0
220361,0
220362,0
220363,0
220364,1
220365,0
220366,0
220367,0
220368,0
220369,0
220370,0
220371,0
220372,0
220373,0
220374,0
220375,0
220376,0
220377,0
220378,0
220379,0
220380,0
220381,0
220382,0
220383,0
220384,1
220385,0
220386,1
220387,1
220388,0
220389,1
220390,0
220391,0
220392,0
220393,0
220394,0
220395,0
220396,0
220397,0
220398,0
220399,0
220400,0
220401,0
220402,0
220403,0
220404,1
220405,0
220406,0
220407,0
220408,0
220409,0
220410,0
220411,1
220412,0
220413,0
220414,0
220415,0
220416,0
220417,0
220418,0
220419,0
220420,0
220421,0
220422,0
220423,0
220424,0
220425,0
220426,0
220427,0
220428,0
220429,0
220430,0
220431,0
220432,0
220433,0
220434,0
220435,1
220436,1
220437,0
220438,0
220439,0
220440,0
220441,0
220442,0
220443,0
220444,0
220445,0
220446,0
220447,0
220448,0
220449,0
220450,0
220451,0
220452,0
220453,0
220454,0
220455,0
220456,0
220457,0
220458,1
220459,0
220460,1
220461,0
220462,1
220463,0
220464,0
220465,0
220466,0
220467,0
220468,0
220469,0
220470,0
220471,0
220472,0
220473,0
220474,0
220475,0
220476,0
220477,0
220478,0
220479,0
220480,0
220481,0
220482,0
220483,1
220484,0
220485,0
220486,0
220487,0
220488,0
220489,0
220490,0
220491,0
220492,0
220493,0
220494,0
220495,0
220496,1
220497,0
220498,0
220499,0
220500,0
220501,0
220502,0
220503,0
220504,0
220505,0
220506,0
220507,0
220508,1
220509,0
220510,0
220511,0
220512,0
220513,1
220514,0
220515,0
220516,0
220517,0
220518,0
220519,0
220520,0
220521,0
220522,0
220523,0
220524,1
220525,0
220526,0
220527,0
220528,0
220529,0
220530,1
220531,0
220532,1
220533,0
220534,0
220535,0
220536,0
220537,1
220538,0
220539,0
220540,0
220541,1
220542,0
220543,0
220544,0
220545,0
220546,0
220547,1
220548,0
220549,0
220550,0
220551,0
220552,0
220553,0
220554,0
220555,1
220556,0
220557,0
220558,0
220559,0
220560,0
220561,0
220562,0
220563,0
220564,0
220565,0
220566,0
220567,0
220568,0
220569,0
220570,0
220571,0
220572,0
220573,0
220574,0
220575,0
220576,0
220577,1
220578,0
220579,0
220580,0
220581,0
220582,0
220583,0
220584,0
220585,0
220586,0
220587,1
220588,0
220589,0
220590,0
220591,0
220592,0
220593,0
220594,0
220595,0
220596,0
220597,0
220598,0
220599,0
220600,0
220601,1
220602,0
220603,0
220604,0
220605,0
220606,0
220607,0
220608,0
220609,0
220610,1
220611,0
220612,0
220613,0
220614,1
220615,0
220616,0
220617,1
220618,0
220619,1
220620,0
220621,0
220622,0
220623,1
220624,1
220625,0
220626,0
220627,0
220628,0
220629,0
220630,0
220631,0
220632,0
220633,0
220634,0
220635,0
220636,0
220637,0
220638,0
220639,0
220640,0
220641,0
220642,0
220643,0
220644,0
220645,0
220646,0
220647,0
220648,0
220649,0
220650,1
220651,0
220652,0
220653,1
220654,0
220655,0
220656,1
220657,0
220658,0
220659,0
220660,1
220661,0
220662,0
220663,0
220664,0
220665,0
220666,0
220667,0
220668,1
220669,0
220670,0
220671,0
220672,0
220673,0
220674,1
220675,1
220676,1
220677,0
220678,0
220679,1
220680,0
220681,1
220682,0
220683,1
220684,1
220685,0
220686,0
220687,0
220688,0
220689,0
220690,1
220691,0
220692,0
220693,0
220694,0
220695,0
220696,1
220697,0
220698,0
220699,0
220700,1
220701,0
220702,0
220703,0
220704,0
220705,0
220706,0
220707,0
220708,1
220709,0
220710,0
220711,0
220712,0
220713,0
220714,0
220715,0
220716,0
220717,1
220718,0
220719,0
220720,0
220721,1
220722,0
220723,0
220724,1
220725,1
220726,0
220727,0
220728,0
220729,0
220730,0
220731,0
220732,0
220733,0
220734,0
220735,0
220736,0
220737,0
220738,1
220739,0
220740,0
220741,0
220742,0
220743,0
220744,0
220745,0
220746,1
220747,0
220748,0
220749,0
220750,0
220751,0
220752,0
220753,0
220754,0
220755,0
220756,0
220757,0
220758,0
220759,0
220760,0
220761,0
220762,0
220763,0
220764,0
220765,0
220766,1
220767,1
220768,1
220769,0
220770,0
220771,1
220772,1
220773,1
220774,0
220775,0
220776,0
220777,0
220778,0
220779,0
220780,0
220781,0
220782,0
220783,0
220784,0
220785,0
220786,0
220787,0
220788,0
220789,0
220790,0
220791,0
220792,0
220793,0
220794,0
220795,0
220796,0
220797,0
220798,0
220799,0
220800,0
220801,0
220802,1
220803,1
220804,0
220805,0
220806,0
220807,1
220808,0
220809,0
220810,0
220811,0
220812,0
220813,0
220814,0
220815,0
220816,0
220817,0
220818,0
220819,0
220820,0
220821,0
220822,0
220823,0
220824,0
220825,0
220826,0
220827,1
220828,0
220829,0
220830,0
220831,0
220832,0
220833,0
220834,0
220835,0
220836,0
220837,0
220838,0
220839,0
220840,1
220841,0
220842,0
220843,0
220844,0
220845,0
220846,0
220847,0
220848,0
220849,1
220850,0
220851,0
220852,0
220853,0
220854,0
220855,0
220856,0
220857,0
220858,0
220859,0
220860,1
220861,0
220862,0
220863,0
220864,0
220865,0
220866,0
220867,0
220868,0
220869,0
220870,0
220871,0
220872,0
220873,0
220874,0
220875,1
220876,0
220877,0
220878,0
220879,0
220880,0
220881,0
220882,0
220883,0
220884,0
220885,0
220886,1
220887,0
220888,0
220889,0
220890,0
220891,0
220892,0
220893,1
220894,1
220895,0
220896,0
220897,0
220898,0
220899,0
220900,0
220901,0
220902,0
220903,0
220904,1
220905,1
220906,0
220907,0
220908,0
220909,0
220910,0
220911,0
220912,0
220913,0
220914,0
220915,0
220916,1
220917,0
220918,0
220919,0
220920,0
220921,0
220922,0
220923,0
220924,0
220925,0
220926,0
220927,0
220928,0
220929,0
220930,0
220931,1
220932,0
220933,0
220934,0
220935,1
220936,0
220937,0
220938,0
220939,0
220940,1
220941,0
220942,0
220943,0
220944,0
220945,0
220946,0
220947,0
220948,0
220949,0
220950,0
220951,0
220952,0
220953,0
220954,0
220955,0
220956,0
220957,0
220958,0
220959,0
220960,0
220961,0
220962,0
220963,0
220964,0
220965,1
220966,0
220967,0
220968,0
220969,1
220970,0
220971,0
220972,0
220973,0
220974,0
220975,0
220976,0
220977,1
220978,0
220979,0
220980,0
220981,0
220982,0
220983,0
220984,0
220985,0
220986,0
220987,0
220988,0
220989,0
220990,0
220991,0
220992,0
220993,0
220994,0
220995,1
220996,0
220997,1
220998,0
220999,1
221000,0
221001,0
221002,0
221003,0
221004,1
221005,0
221006,0
221007,0
221008,1
221009,0
221010,0
221011,0
221012,1
221013,0
221014,1
221015,0
221016,0
221017,0
221018,0
221019,0
221020,0
221021,0
221022,0
221023,0
221024,0
221025,0
221026,0
221027,0
221028,0
221029,0
221030,0
221031,0
221032,0
221033,0
221034,0
221035,0
221036,0
221037,0
221038,0
221039,0
221040,0
221041,0
221042,0
221043,0
221044,0
221045,0
221046,1
221047,1
221048,0
221049,0
221050,0
221051,1
221052,0
221053,1
221054,1
221055,0
221056,0
221057,0
221058,0
221059,0
221060,0
221061,0
221062,0
221063,0
221064,0
221065,0
221066,0
221067,1
221068,0
221069,0
221070,0
221071,1
221072,0
221073,0
221074,0
221075,0
221076,0
221077,0
221078,0
221079,0
221080,1
221081,0
221082,0
221083,0
221084,0
221085,0
221086,0
221087,1
221088,1
221089,0
221090,0
221091,0
221092,0
221093,0
221094,0
221095,1
221096,0
221097,0
221098,0
221099,0
221100,0
221101,0
221102,0
221103,0
221104,0
221105,1
221106,0
221107,0
221108,0
221109,0
221110,0
221111,0
221112,0
221113,0
221114,0
221115,0
221116,1
221117,0
221118,0
221119,0
221120,0
221121,0
221122,0
221123,0
221124,0
221125,0
221126,0
221127,1
221128,0
221129,0
221130,0
221131,0
221132,0
221133,0
221134,0
221135,0
221136,1
221137,0
221138,1
221139,0
221140,1
221141,0
221142,0
221143,0
221144,0
221145,1
221146,0
221147,0
221148,0
221149,0
221150,0
221151,0
221152,0
221153,0
221154,0
221155,0
221156,0
221157,0
221158,0
221159,0
221160,1
221161,1
221162,1
221163,0
221164,0
221165,0
221166,0
221167,0
221168,0
221169,0
221170,0
221171,0
221172,0
221173,0
221174,0
221175,0
221176,0
221177,0
221178,1
221179,0
221180,0
221181,0
221182,1
221183,0
221184,0
221185,0
221186,0
221187,0
221188,0
221189,0
221190,0
221191,0
221192,0
221193,0
221194,0
221195,0
221196,0
221197,0
221198,0
221199,0
221200,0
221201,0
221202,0
221203,0
221204,0
221205,0
221206,0
221207,0
221208,0
221209,0
221210,0
221211,0
221212,0
221213,0
221214,0
221215,0
221216,0
221217,0
221218,0
221219,0
221220,0
221221,0
221222,0
221223,0
221224,0
221225,1
221226,0
221227,0
221228,0
221229,0
221230,0
221231,0
221232,0
221233,1
221234,0
221235,0
221236,0
221237,0
221238,0
221239,0
221240,0
221241,0
221242,0
221243,0
221244,0
221245,0
221246,0
221247,0
221248,0
221249,1
221250,0
221251,0
221252,0
221253,0
221254,1
221255,0
221256,0
221257,1
221258,0
221259,0
221260,0
221261,0
221262,0
221263,0
221264,0
221265,1
221266,1
221267,0
221268,0
221269,0
221270,0
221271,0
221272,0
221273,0
221274,0
221275,0
221276,0
221277,1
221278,0
221279,0
221280,0
221281,0
221282,0
221283,0
221284,0
221285,0
221286,0
221287,0
221288,0
221289,1
221290,1
221291,0
221292,0
221293,0
221294,0
221295,0
221296,0
221297,0
221298,1
221299,0
221300,0
221301,0
221302,0
221303,0
221304,0
221305,0
221306,0
221307,0
221308,0
221309,0
221310,0
221311,0
221312,0
221313,0
221314,0
221315,0
221316,0
221317,0
221318,0
221319,0
221320,0
221321,0
221322,0
221323,0
221324,0
221325,0
221326,0
221327,0
221328,0
221329,0
221330,0
221331,0
221332,0
221333,0
221334,0
221335,0
221336,0
221337,0
221338,0
221339,1
221340,0
221341,0
221342,0
221343,0
221344,0
221345,0
221346,0
221347,0
221348,0
221349,0
221350,0
221351,0
221352,0
221353,0
221354,0
221355,0
221356,0
221357,0
221358,0
221359,0
221360,0
221361,0
221362,0
221363,0
221364,0
221365,0
221366,0
221367,1
221368,0
221369,0
221370,0
221371,0
221372,0
221373,0
221374,0
221375,0
221376,1
221377,0
221378,0
221379,0
221380,0
221381,0
221382,0
221383,0
221384,0
221385,0
221386,0
221387,0
221388,1
221389,0
221390,0
221391,0
221392,0
221393,0
221394,0
221395,0
221396,0
221397,0
221398,0
221399,0
221400,0
221401,0
221402,0
221403,0
221404,0
221405,0
221406,0
221407,0
221408,0
221409,0
221410,0
221411,0
221412,0
221413,0
221414,0
221415,0
221416,0
221417,0
221418,0
221419,0
221420,0
221421,0
221422,0
221423,0
221424,0
221425,1
221426,1
221427,0
221428,0
221429,0
221430,0
221431,0
221432,0
221433,0
221434,1
221435,1
221436,0
221437,0
221438,1
221439,0
221440,0
221441,0
221442,0
221443,0
221444,1
221445,0
221446,0
221447,0
221448,1
221449,0
221450,0
221451,0
221452,0
221453,0
221454,0
221455,0
221456,0
221457,0
221458,0
221459,0
221460,1
221461,0
221462,0
221463,0
221464,1
221465,0
221466,0
221467,0
221468,0
221469,0
221470,1
221471,0
221472,0
221473,0
221474,0
221475,0
221476,0
221477,0
221478,0
221479,0
221480,0
221481,1
221482,0
221483,0
221484,0
221485,0
221486,0
221487,0
221488,0
221489,0
221490,1
221491,0
221492,0
221493,0
221494,0
221495,0
221496,0
221497,0
221498,0
221499,0
221500,0
221501,0
221502,0
221503,0
221504,0
221505,1
221506,0
221507,1
221508,0
221509,0
221510,0
221511,0
221512,0
221513,0
221514,0
221515,0
221516,0
221517,0
221518,0
221519,0
221520,0
221521,0
221522,0
221523,0
221524,0
221525,0
221526,0
221527,0
221528,0
221529,0
221530,0
221531,0
221532,0
221533,0
221534,0
221535,0
221536,0
221537,0
221538,0
221539,0
221540,0
221541,0
221542,0
221543,0
221544,0
221545,0
221546,0
221547,1
221548,0
221549,1
221550,0
221551,0
221552,0
221553,0
221554,1
221555,1
221556,0
221557,0
221558,0
221559,0
221560,0
221561,0
221562,0
221563,0
221564,0
221565,0
221566,0
221567,0
221568,1
221569,0
221570,0
221571,0
221572,0
221573,0
221574,0
221575,0
221576,0
221577,0
221578,1
221579,0
221580,0
221581,0
221582,0
221583,0
221584,0
221585,0
221586,0
221587,0
221588,0
221589,0
221590,1
221591,0
221592,0
221593,0
221594,1
221595,0
221596,0
221597,0
221598,0
221599,0
221600,0
221601,0
221602,0
221603,1
221604,0
221605,0
221606,0
221607,0
221608,0
221609,0
221610,0
221611,0
221612,0
221613,0
221614,0
221615,1
221616,0
221617,0
221618,0
221619,0
221620,1
221621,0
221622,1
221623,0
221624,0
221625,0
221626,0
221627,0
221628,0
221629,0
221630,0
221631,0
221632,0
221633,0
221634,0
221635,0
221636,0
221637,0
221638,0
221639,0
221640,1
221641,0
221642,0
221643,0
221644,1
221645,0
221646,0
221647,0
221648,1
221649,1
221650,0
221651,0
221652,1
221653,1
221654,0
221655,0
221656,1
221657,0
221658,0
221659,0
221660,0
221661,0
221662,0
221663,0
221664,0
221665,0
221666,0
221667,0
221668,0
221669,0
221670,0
221671,0
221672,0
221673,0
221674,0
221675,0
221676,0
221677,1
221678,0
221679,0
221680,0
221681,0
221682,0
221683,1
221684,1
221685,0
221686,0
221687,0
221688,0
221689,1
221690,0
221691,0
221692,0
221693,0
221694,0
221695,0
221696,0
221697,0
221698,0
221699,0
221700,1
221701,1
221702,0
221703,0
221704,0
221705,0
221706,0
221707,0
221708,0
221709,1
221710,0
221711,0
221712,0
221713,0
221714,0
221715,0
221716,0
221717,0
221718,0
221719,1
221720,0
221721,0
221722,0
221723,0
221724,0
221725,0
221726,0
221727,0
221728,0
221729,0
221730,0
221731,0
221732,0
221733,0
221734,0
221735,1
221736,0
221737,1
221738,0
221739,0
221740,0
221741,0
221742,0
221743,0
221744,0
221745,1
221746,0
221747,0
221748,0
221749,0
221750,1
221751,0
221752,0
221753,1
221754,0
221755,0
221756,1
221757,0
221758,0
221759,0
221760,0
221761,0
221762,0
221763,0
221764,0
221765,0
221766,0
221767,0
221768,0
221769,0
221770,0
221771,1
221772,0
221773,0
221774,1
221775,0
221776,0
221777,0
221778,0
221779,0
221780,0
221781,0
221782,0
221783,0
221784,0
221785,0
221786,1
221787,0
221788,0
221789,0
221790,1
221791,0
221792,0
221793,0
221794,0
221795,0
221796,0
221797,0
221798,0
221799,0
221800,1
221801,0
221802,0
221803,0
221804,0
221805,0
221806,0
221807,0
221808,0
221809,0
221810,0
221811,0
221812,0
221813,0
221814,0
221815,0
221816,0
221817,0
221818,0
221819,0
221820,0
221821,0
221822,0
221823,0
221824,0
221825,0
221826,0
221827,0
221828,0
221829,0
221830,0
221831,0
221832,0
221833,0
221834,0
221835,0
221836,0
221837,0
221838,0
221839,0
221840,0
221841,0
221842,1
221843,0
221844,0
221845,0
221846,1
221847,0
221848,0
221849,0
221850,1
221851,0
221852,0
221853,0
221854,0
221855,1
221856,0
221857,0
221858,0
221859,0
221860,0
221861,0
221862,0
221863,0
221864,0
221865,0
221866,0
221867,0
221868,0
221869,0
221870,0
221871,0
221872,0
221873,0
221874,0
221875,0
221876,0
221877,0
221878,0
221879,0
221880,0
221881,0
221882,0
221883,0
221884,0
221885,0
221886,0
221887,0
221888,0
221889,0
221890,0
221891,0
221892,0
221893,0
221894,0
221895,0
221896,0
221897,1
221898,0
221899,0
221900,0
221901,0
221902,0
221903,0
221904,0
221905,0
221906,0
221907,0
221908,0
221909,0
221910,0
221911,0
221912,0
221913,1
221914,0
221915,0
221916,0
221917,0
221918,0
221919,0
221920,0
221921,1
221922,0
221923,0
221924,0
221925,0
221926,0
221927,0
221928,0
221929,0
221930,0
221931,0
221932,0
221933,0
221934,1
221935,0
221936,0
221937,0
221938,0
221939,0
221940,0
221941,0
221942,0
221943,1
221944,0
221945,0
221946,0
221947,0
221948,0
221949,0
221950,0
221951,0
221952,0
221953,0
221954,0
221955,0
221956,1
221957,0
221958,0
221959,0
221960,0
221961,0
221962,0
221963,0
221964,0
221965,0
221966,0
221967,0
221968,1
221969,0
221970,0
221971,1
221972,0
221973,1
221974,0
221975,0
221976,0
221977,0
221978,0
221979,0
221980,0
221981,0
221982,0
221983,0
221984,0
221985,0
221986,0
221987,0
221988,0
221989,0
221990,0
221991,0
221992,0
221993,1
221994,0
221995,1
221996,0
221997,0
221998,0
221999,0
222000,0
222001,0
222002,1
222003,0
222004,0
222005,0
222006,0
222007,0
222008,0
222009,0
222010,0
222011,0
222012,0
222013,0
222014,0
222015,0
222016,0
222017,0
222018,0
222019,0
222020,0
222021,0
222022,0
222023,0
222024,0
222025,0
222026,1
222027,0
222028,0
222029,0
222030,0
222031,0
222032,0
222033,0
222034,0
222035,1
222036,0
222037,0
222038,0
222039,0
222040,1
222041,0
222042,0
222043,1
222044,0
222045,1
222046,0
222047,0
222048,0
222049,0
222050,0
222051,0
222052,0
222053,0
222054,0
222055,0
222056,0
222057,0
222058,0
222059,1
222060,0
222061,0
222062,0
222063,0
222064,0
222065,0
222066,0
222067,0
222068,0
222069,0
222070,0
222071,0
222072,0
222073,1
222074,0
222075,0
222076,0
222077,0
222078,0
222079,0
222080,0
222081,0
222082,1
222083,0
222084,1
222085,1
222086,0
222087,0
222088,0
222089,0
222090,1
222091,0
222092,0
222093,0
222094,0
222095,0
222096,0
222097,0
222098,0
222099,1
222100,0
222101,1
222102,0
222103,0
222104,0
222105,1
222106,0
222107,0
222108,0
222109,0
222110,0
222111,0
222112,0
222113,0
222114,0
222115,0
222116,0
222117,1
222118,0
222119,0
222120,0
222121,0
222122,0
222123,0
222124,0
222125,0
222126,1
222127,0
222128,0
222129,0
222130,0
222131,0
222132,0
222133,0
222134,1
222135,0
222136,0
222137,0
222138,0
222139,0
222140,0
222141,0
222142,1
222143,1
222144,0
222145,0
222146,0
222147,0
222148,0
222149,0
222150,0
222151,0
222152,0
222153,0
222154,0
222155,1
222156,1
222157,0
222158,0
222159,0
222160,0
222161,0
222162,0
222163,0
222164,0
222165,0
222166,0
222167,0
222168,0
222169,0
222170,0
222171,1
222172,0
222173,0
222174,0
222175,0
222176,0
222177,0
222178,1
222179,0
222180,0
222181,0
222182,0
222183,0
222184,0
222185,0
222186,0
222187,1
222188,0
222189,0
222190,0
222191,0
222192,0
222193,0
222194,0
222195,0
222196,0
222197,1
222198,0
222199,1
222200,0
222201,0
222202,0
222203,0
222204,0
222205,0
222206,0
222207,1
222208,0
222209,0
222210,0
222211,0
222212,0
222213,0
222214,0
222215,0
222216,0
222217,0
222218,0
222219,1
222220,0
222221,0
222222,0
222223,0
222224,0
222225,0
222226,0
222227,0
222228,1
222229,0
222230,0
222231,0
222232,0
222233,0
222234,0
222235,0
222236,0
222237,0
222238,0
222239,0
222240,0
222241,0
222242,0
222243,0
222244,0
222245,0
222246,0
222247,0
222248,0
222249,0
222250,0
222251,0
222252,0
222253,0
222254,0
222255,1
222256,0
222257,0
222258,0
222259,0
222260,0
222261,0
222262,0
222263,0
222264,0
222265,0
222266,0
222267,0
222268,1
222269,0
222270,0
222271,0
222272,0
222273,0
222274,0
222275,0
222276,0
222277,0
222278,0
222279,0
222280,0
222281,0
222282,0
222283,0
222284,0
222285,0
222286,0
222287,0
222288,1
222289,0
222290,0
222291,0
222292,0
222293,0
222294,1
222295,0
222296,0
222297,0
222298,0
222299,0
222300,0
222301,0
222302,0
222303,0
222304,0
222305,0
222306,0
222307,0
222308,0
222309,0
222310,0
222311,0
222312,0
222313,0
222314,0
222315,0
222316,0
222317,0
222318,0
222319,1
222320,1
222321,0
222322,0
222323,0
222324,0
222325,0
222326,0
222327,0
222328,0
222329,0
222330,0
222331,0
222332,0
222333,0
222334,0
222335,0
222336,0
222337,0
222338,0
222339,0
222340,0
222341,0
222342,0
222343,0
222344,0
222345,0
222346,1
222347,0
222348,0
222349,0
222350,1
222351,0
222352,0
222353,0
222354,0
222355,0
222356,1
222357,0
222358,0
222359,0
222360,0
222361,0
222362,0
222363,1
222364,0
222365,0
222366,0
222367,1
222368,0
222369,0
222370,0
222371,0
222372,1
222373,0
222374,0
222375,0
222376,0
222377,1
222378,0
222379,0
222380,0
222381,0
222382,0
222383,0
222384,0
222385,0
222386,0
222387,0
222388,0
222389,0
222390,0
222391,0
222392,0
222393,0
222394,0
222395,0
222396,1
222397,0
222398,1
222399,0
222400,0
222401,0
222402,0
222403,0
222404,0
222405,0
222406,0
222407,0
222408,0
222409,0
222410,0
222411,0
222412,0
222413,0
222414,0
222415,0
222416,1
222417,0
222418,1
222419,0
222420,0
222421,1
222422,0
222423,0
222424,1
222425,0
222426,1
222427,0
222428,1
222429,0
222430,0
222431,0
222432,0
222433,0
222434,0
222435,0
222436,1
222437,0
222438,1
222439,1
222440,0
222441,0
222442,0
222443,0
222444,0
222445,0
222446,0
222447,1
222448,0
222449,1
222450,1
222451,1
222452,0
222453,0
222454,0
222455,0
222456,0
222457,0
222458,0
222459,0
222460,0
222461,0
222462,0
222463,1
222464,1
222465,0
222466,0
222467,0
222468,0
222469,0
222470,0
222471,0
222472,0
222473,0
222474,0
222475,0
222476,1
222477,0
222478,0
222479,0
222480,0
222481,0
222482,0
222483,0
222484,0
222485,0
222486,0
222487,0
222488,0
222489,0
222490,0
222491,0
222492,0
222493,0
222494,0
222495,0
222496,0
222497,0
222498,0
222499,0
222500,0
222501,0
222502,0
222503,0
222504,1
222505,0
222506,0
222507,0
222508,0
222509,1
222510,0
222511,0
222512,1
222513,0
222514,1
222515,1
222516,0
222517,0
222518,0
222519,1
222520,0
222521,0
222522,0
222523,0
222524,0
222525,0
222526,0
222527,0
222528,0
222529,0
222530,0
222531,0
222532,1
222533,0
222534,0
222535,0
222536,0
222537,0
222538,0
222539,0
222540,0
222541,0
222542,0
222543,0
222544,0
222545,0
222546,0
222547,0
222548,0
222549,0
222550,0
222551,0
222552,0
222553,1
222554,0
222555,0
222556,0
222557,0
222558,0
222559,0
222560,0
222561,0
222562,0
222563,0
222564,0
222565,0
222566,0
222567,1
222568,0
222569,0
222570,0
222571,0
222572,0
222573,0
222574,0
222575,0
222576,0
222577,0
222578,0
222579,0
222580,0
222581,0
222582,0
222583,0
222584,1
222585,1
222586,0
222587,1
222588,0
222589,0
222590,0
222591,0
222592,0
222593,0
222594,0
222595,0
222596,0
222597,0
222598,0
222599,0
222600,1
222601,0
222602,0
222603,0
222604,1
222605,0
222606,0
222607,0
222608,0
222609,0
222610,0
222611,0
222612,0
222613,0
222614,0
222615,0
222616,0
222617,0
222618,0
222619,0
222620,0
222621,0
222622,0
222623,0
222624,1
222625,0
222626,0
222627,0
222628,0
222629,0
222630,0
222631,0
222632,1
222633,0
222634,0
222635,0
222636,0
222637,0
222638,0
222639,0
222640,0
222641,0
222642,1
222643,0
222644,1
222645,0
222646,0
222647,0
222648,0
222649,0
222650,0
222651,1
222652,1
222653,0
222654,0
222655,0
222656,1
222657,0
222658,0
222659,0
222660,1
222661,0
222662,0
222663,0
222664,0
222665,0
222666,0
222667,0
222668,0
222669,0
222670,0
222671,0
222672,0
222673,0
222674,1
222675,1
222676,0
222677,0
222678,0
222679,0
222680,0
222681,1
222682,0
222683,0
222684,0
222685,0
222686,0
222687,0
222688,1
222689,0
222690,0
222691,0
222692,0
222693,0
222694,0
222695,1
222696,0
222697,0
222698,0
222699,0
222700,0
222701,0
222702,0
222703,0
222704,0
222705,0
222706,0
222707,0
222708,0
222709,0
222710,0
222711,0
222712,0
222713,0
222714,0
222715,0
222716,0
222717,0
222718,0
222719,0
222720,0
222721,0
222722,0
222723,0
222724,0
222725,0
222726,0
222727,1
222728,0
222729,0
222730,1
222731,1
222732,0
222733,0
222734,1
222735,0
222736,0
222737,1
222738,0
222739,0
222740,0
222741,0
222742,0
222743,0
222744,0
222745,0
222746,1
222747,0
222748,0
222749,0
222750,0
222751,0
222752,0
222753,0
222754,0
222755,0
222756,0
222757,0
222758,0
222759,0
222760,0
222761,0
222762,0
222763,0
222764,0
222765,0
222766,0
222767,0
222768,1
222769,0
222770,0
222771,0
222772,0
222773,0
222774,0
222775,0
222776,0
222777,0
222778,0
222779,1
222780,0
222781,0
222782,0
222783,0
222784,0
222785,0
222786,1
222787,0
222788,0
222789,0
222790,0
222791,0
222792,0
222793,0
222794,0
222795,0
222796,0
222797,0
222798,0
222799,0
222800,0
222801,0
222802,0
222803,0
222804,0
222805,0
222806,0
222807,0
222808,0
222809,0
222810,0
222811,0
222812,0
222813,0
222814,0
222815,0
222816,0
222817,0
222818,0
222819,0
222820,0
222821,0
222822,1
222823,0
222824,0
222825,0
222826,0
222827,1
222828,0
222829,0
222830,0
222831,0
222832,0
222833,0
222834,0
222835,0
222836,0
222837,0
222838,0
222839,0
222840,0
222841,0
222842,0
222843,0
222844,1
222845,0
222846,1
222847,0
222848,0
222849,0
222850,0
222851,0
222852,0
222853,0
222854,0
222855,0
222856,0
222857,0
222858,1
222859,0
222860,0
222861,0
222862,0
222863,0
222864,0
222865,0
222866,0
222867,0
222868,0
222869,0
222870,0
222871,0
222872,0
222873,0
222874,1
222875,0
222876,0
222877,0
222878,0
222879,0
222880,0
222881,0
222882,0
222883,1
222884,0
222885,0
222886,1
222887,0
222888,0
222889,0
222890,1
222891,0
222892,0
222893,0
222894,0
222895,0
222896,0
222897,0
222898,0
222899,0
222900,1
222901,1
222902,0
222903,0
222904,1
222905,0
222906,1
222907,0
222908,0
222909,1
222910,0
222911,1
222912,0
222913,0
222914,0
222915,0
222916,0
222917,0
222918,0
222919,0
222920,0
222921,0
222922,0
222923,1
222924,0
222925,0
222926,0
222927,0
222928,0
222929,0
222930,0
222931,1
222932,0
222933,0
222934,0
222935,0
222936,0
222937,0
222938,0
222939,0
222940,1
222941,1
222942,0
222943,1
222944,1
222945,1
222946,0
222947,0
222948,0
222949,0
222950,0
222951,0
222952,0
222953,0
222954,0
222955,0
222956,0
222957,0
222958,0
222959,0
222960,1
222961,1
222962,0
222963,0
222964,0
222965,0
222966,0
222967,0
222968,1
222969,0
222970,0
222971,0
222972,0
222973,0
222974,0
222975,0
222976,0
222977,0
222978,0
222979,0
222980,0
222981,0
222982,0
222983,0
222984,0
222985,0
222986,1
222987,0
222988,0
222989,0
222990,0
222991,0
222992,0
222993,0
222994,0
222995,0
222996,0
222997,1
222998,0
222999,0
223000,0
223001,0
223002,0
223003,0
223004,0
223005,0
223006,0
223007,1
223008,0
223009,0
223010,0
223011,0
223012,0
223013,0
223014,0
223015,0
223016,0
223017,0
223018,1
223019,0
223020,1
223021,0
223022,0
223023,0
223024,0
223025,0
223026,0
223027,0
223028,0
223029,0
223030,0
223031,0
223032,0
223033,0
223034,0
223035,0
223036,0
223037,0
223038,0
223039,0
223040,0
223041,0
223042,0
223043,0
223044,0
223045,0
223046,1
223047,0
223048,0
223049,0
223050,0
223051,0
223052,0
223053,0
223054,0
223055,0
223056,0
223057,0
223058,0
223059,1
223060,0
223061,0
223062,1
223063,0
223064,1
223065,0
223066,0
223067,0
223068,0
223069,1
223070,0
223071,1
223072,1
